hakeem_article_number,production_title,number_parsed_from_title,production_article_id,seed_number_parsed_from_title,present_in_seed,bm25_code,normalized_text_sha256_16,text_excerpt,issue,severity,recommended_action
94,المادة الرابعة والتسعون,94,cmpwicv34025fnxffeyvibx8l,94,نعم,a1354,e9a5e7fdeb951796,إذا تم العقد صحيحًا لم يجز نقضه أو تعديله إلا بالاتفاق أو بمقتضى نص نظامي. تثبت الحقوق التي يُنشئها العقد فور انعقاده، د,مطابق,—,لا إجراء
95,المادة الخامسة والتسعون,95,cmpwicvez025hnxff380l63ht,95,نعم,a1355,9c3596b0231ccf17,يجب تنفيذ العقد طبقًا لما اشتمل عليه وبطريقة تتفق مع ما يوجبه حسن النية. لا يقتصر العقد على إلزام المتعاقد بما ورد فيه، ,مطابق,—,لا إجراء
96,المادة السادسة والتسعون,96,cmpwicvwp025jnxffzqd1fhbc,96,نعم,a1356,e69a976d1b023d13,إذا تمَّ العقد بطريق الإذعان وتضمن شروطًا تعسفيةً؛ فللمحكمة أن تعدلها أو تعفي الطرف المـُذْعِن منها وفقًا لما تقتضيه الع,مطابق,—,لا إجراء
97,المادة السابعة والتسعون,97,cmpwicw8j025lnxffrvl5j133,97,نعم,a1357,8d2723cb968669cd,إذا طرأت ظروف استثنائيةٌ عامَّةٌ لم يكن في الوسع توقعها وقت التعاقد وترتب على حدوثها أن يصير تنفيذ الالتزام التعاقدي مره,مطابق,—,لا إجراء
98,المادة الثامنة والتسعون,98,cmpwicwkc025nnxff3uwryxwj,98,نعم,a1358,abebeba86359662a,ينصرف أثر العقد إلى المتعاقدين والخلف العام، دون إخلال بالأحكام الخاصة بالإرث؛ ما لم يتبين من العقد أو من طبيعة المعاملة,مطابق,—,لا إجراء
99,المادة التاسعة والتسعون,99,cmpwicww7025pnxffjdrh2lvq,99,نعم,a1359,407398d71c1911db,لا يرتب العقد التزامًا في ذمة الغير، ولكن يجوز أن يكسبه حقًّا.,مطابق,—,لا إجراء
100,المادة المائة,100,cmpwicx80025rnxff73115jmr,100,نعم,a1360,d5de6a0c3685232e,إذا تعهد شخص بأن يجعل الغير يلتزم بأمرٍ فإن ذلك الغير لا يُلزم به. إذا قبل الغير ذلك التعهد فإن قبوله لا ينتج أثرًا إلا ,مطابق,—,لا إجراء
101,المادة الأولى بعد المائة,101,cmpwicxju025tnxffubppy7om,101,نعم,a1361,99e39f40b7293306,للشخص أن يتعاقد باسمه على التزامات يشترطها لمصلحة غيره إذا كان له في تنفيذ هذه الالتزامات مصلحة شخصية مادية كانت أم أدبي,مطابق,—,لا إجراء
102,المادة الثانية بعد المائة,102,cmpwicxvo025vnxffuaw91sfu,102,نعم,a1362,af0d90ab74cac5f7,للمشترط دون دائنيه أو ورثته أن ينقض الاشتراط، أو أن يُحل منتفعًا آخر محل الأول، أو أن يحول المنفعة لنفسه؛ ما لم يُعلم ال,مطابق,—,لا إجراء
103,المادة الثالثة بعد المائة,103,cmpwicy7i025xnxfflora4n30,103,نعم,a1363,bdd4ecae45b141e3,يجوز في الاشتراط لمصلحة الغير أن يكون المنتفع شخصًا مستقبلًا أو أن يكون شخصًا غير معين وقت العقد إذا كان من الممكن تعيين,مطابق,—,لا إجراء
104,المادة الرابعة بعد المائة,104,cmpwicyjd025znxff7bokmdrq,104,نعم,a1364,197ecdeb1b89a64c,إذا كانت عبارة العقد واضحةً فلا يُعدل عن مدلولها بحجة تفسيرها بحثًا عن إرادة المتعاقدين. إذا كان هناك محل لتفسير العقد ف,مطابق,—,لا إجراء
105,المادة الخامسة بعد المائة,105,cmpwicyv80261nxffkc5uuisz,105,نعم,a1365,23fa504e652e491a,للمتعاقدين أن يتقايلا العقد برضاهما في المحل أو بعضه، وتطبق على الإقالة شروط العقد. ثانيًا: خيار الشرط,مطابق,—,لا إجراء
106,المادة السادسة بعد المائة,106,cmpwicz720263nxffjsbdefbv,106,نعم,a1366,de116d90763ed23a,يجوز التعاقد بشرط الخيار في العدول عن العقد، ولمن له الخيار حق العدول خلال المدة المعينة بشرط إعلام المتعاقد الآخر، فإذا,مطابق,—,لا إجراء
107,المادة السابعة بعد المائة,107,cmpwid0l10265nxfftz52wto1,107,نعم,a1367,824b13fbd37d926d,في العقود الملزمة للجانبين، إذا لم يوف أحد المتعاقدين بالتزامه، فللمتعاقد الآخر بعد إعذاره المتعاقد المخل أن يطلب تنفيذ ,مطابق,—,لا إجراء
108,المادة الثامنة بعد المائة,108,cmpwid16e0267nxff4u2upvzr,108,نعم,a1368,c4d62b1419e282f7,يجوز الاتفاق على أن يكون للدائن حق فسخ العقد عند إخلال المدين بالتزاماته دون حاجة إلى حكم قضائي، ولا يُعفي هذا الاتفاق م,مطابق,—,لا إجراء
109,المادة التاسعة بعد المائة,109,cmpwid1h40269nxffcheyiiqf,109,نعم,a1369,ba8faca53d604d40,تُعدُّ عقود المعاوضات منعقدةً على أساس سلامة محل العقد من العيوب إلا ما جرى العرف على التسامح فيه، فإذا تبيَّن في المحل ,مطابق,—,لا إجراء
110,المادة العاشرة بعد المائة,110,cmpwid1rw026bnxffdyq6n6kk,110,نعم,a1370,c0eabfa745d8736f,في العقود الملزمة للجانبين، إذا أصبح تنفيذ الالتزام مستحيلًا بسببٍ لا يد للمدين فيه، انقضى التزامه والالتزام المقابل له،,مطابق,—,لا إجراء
111,المادة الحادية عشرة بعد المائة,111,cmpwid22m026dnxff8vwmol6s,111,نعم,a1371,32a6aef06172a1e0,في حالتي فسخ العقد أو انفساخه يعود المتعاقدان إلى الحالة التي كانا عليها قبل التعاقد، وإذا استحال ذلك فللمحكمة أن تقضي ب,مطابق,—,لا إجراء
112,المادة الثانية عشرة بعد المائة,112,cmpwid2dc026fnxffmg7l1yd7,112,نعم,a1372,16c6f4261c5c14da,لا يحتج بفسخ العقد تجاه الخلف الخاص للمتعاقد إذا كسب حقًّا عينيًّا بحسن نية.,مطابق,—,لا إجراء
113,المادة الثالثة عشرة بعد المائة,113,cmpwid2o3026hnxffj578pqpb,113,نعم,a1373,a50828a6cf8f0dec,دون إخلال بالنصوص النظامية، لا يزول بفسخ العقد شرط الالتزام بتسوية المنازعة ولا شرط الالتزام بالسرية؛ ما لم يتفق على خلا,مطابق,—,لا إجراء
114,المادة الرابعة عشرة بعد المائة,114,cmpwid2yt026jnxffpchekjw3,114,نعم,a1374,2977cdadeb0437e7,في العقود الملزمة للجانبين، إذا كانت الالتزامات المتقابلة مستحقة الوفاء جاز لأي من المتعاقدين أن يمتنع عن تنفيذ التزامه ,مطابق,—,لا إجراء
115,المادة الخامسة عشرة بعد المائة,115,cmpwid39k026lnxff8rdfn18s,115,نعم,a1375,d01135030bbda00e,يجوز أن يلتزم الشخص بإرادته المنفردة، وذلك في الأحوال التي تقررها النصوص النظامية.,مطابق,—,لا إجراء
116,المادة السادسة عشرة بعد المائة,116,cmpwid3ka026nnxffghyvue3p,116,نعم,a1376,8c259bee40f9a7c8,تسري على التصرف بالإرادة المنفردة أحكام العقد، عدا ما تعلق منها بضرورة وجود إرادتين متطابقتين لإنشاء الالتزام، وذلك ما ل,مطابق,—,لا إجراء
117,المادة السابعة عشرة بعد المائة,117,cmpwid3v0026pnxff717pkw1v,117,نعم,a1377,3c2c48fa4456705e,من وجه للجمهور وعدًا بجائزةٍ محددةٍ على عملٍ معيَّنٍ، التزم بإعطاء الجائزة لمن قام بهذا العمل وفقًا للشروط المعلنة، ولو ,مطابق,—,لا إجراء
118,المادة الثامنة عشرة بعد المائة,118,cmpwid45q026rnxff3ewxs6wg,118,نعم,a1378,d7f50fa6384ddcb6,مع مراعاة أحكام المسؤولية الواردة في نصوص نظامية خاصة؛ تسري أحكام هذا الفصل على المسؤولية الناشئة عن الفعل الضار من الشخ,مطابق,—,لا إجراء
119,المادة التاسعة عشرة بعد المائة,119,cmpwid4gg026tnxffhd9a3n52,119,نعم,a1379,9c933cddc3f2a210,لا تخل المسؤولية المدنية بالمسؤولية الجزائية، ولا تأثير للعقوبة في تحديد نطاق المسؤولية المدنية وتقدير التعويض. الفرع ال,مطابق,—,لا إجراء
120,المادة العشرون بعد المائة,120,cmpwid4r6026vnxff9lb1iezg,120,نعم,a1380,729ec5d5435555a7,كل خطأٍ سبب ضررًا للغير يُلزم من ارتكبه بالتعويض.,مطابق,—,لا إجراء
121,المادة الحادية والعشرون بعد المائة,121,cmpwid51y026xnxff7xarf620,121,نعم,a1381,24ba6a646f7bfd3d,إذا كان الفعل الضار من مباشر له؛ عُدَّ الضرر ناشئًا بسبب ذلك الفعل؛ ما لم يقم الدليل على خلاف ذلك.,مطابق,—,لا إجراء
122,المادة الثانية والعشرون بعد المائة,122,cmpwid5co026znxffw79wuzps,122,نعم,a1382,f6c7645d301d74d1,يكون الشخص مسؤولًا عن الفعل الضار متى صدر منه وهو مميز. إذا وقع الضرر من غير المميز ولم يكن هناك من هو مسؤول عن الضرر أو,مطابق,—,لا إجراء
123,المادة الثالثة والعشرون بعد المائة,123,cmpwid5nj0271nxffg1cjatsa,123,نعم,a1383,bb8390ba6d364e19,من أحدث ضررًا وهو في حالة دفاع مشروع عن نفس أو عرض أو مال؛ كان غير مسؤول، على ألا يجاوز دفاعه القدر الضروري لدفع الاعتدا,مطابق,—,لا إجراء
124,المادة الرابعة والعشرون بعد المائة,124,cmpwid5y90273nxffljcarc9l,124,نعم,a1384,327aacf81a5b8e41,من أحدث ضررًا للغير ليتفادى ضررًا أكبر محدقًا به أو بغيره؛ لا يكون ملزمًا بالتعويض إلا بالقدر الذي تراه المحكمة مناسبًا.,مطابق,—,لا إجراء
125,المادة الخامسة والعشرون بعد المائة,125,cmpwid68z0275nxffzt896rle,125,نعم,a1385,5861863b80684843,لا يكون الشخص مسؤولًا إذا ثبت أن الضرر قد نشأ عن سببٍ لا يد له فيه، كقوةٍ قاهرةٍ أو خطأ الغير أو خطأ المتضرر؛ ما لم يُتف,مطابق,—,لا إجراء
126,المادة السادسة والعشرون بعد المائة,126,cmpwid6jp0277nxffz7shspfe,126,نعم,a1386,e8f84cedd3b152e8,لا يكون الموظف العام مسؤولًا عن عمله الذي أضر بالغير، إذا أداه تنفيذًا لنص نظامي أو لأمر صدر إليه من رئيسه، متى كانت إطا,مطابق,—,لا إجراء
127,المادة السابعة والعشرون بعد المائة,127,cmpwid6uf0279nxffsebqizjp,127,نعم,a1387,086f85ed7440e5ef,إذا تعدد المسؤولون عن فعل ضار كانوا متضامنين في التزامهم بتعويض الضرر، وتعين المحكمة نصيب كل منهم في التعويض وفق القواعد,مطابق,—,لا إجراء
128,المادة الثامنة والعشرون بعد المائة,128,cmpwid756027bnxff113f6ltc,128,نعم,a1388,726253d55cd6b131,إذا اشترك المتضرر بخطئه في إحداث الضرر أو زاد فيه، سقط حقه أو بعض حقه في التعويض، وذلك بنسبة اشتراكه فيه. الفرع الثاني: ,مطابق,—,لا إجراء
129,المادة التاسعة والعشرون بعد المائة,129,cmpwid7g0027dnxffjfs8gch0,129,نعم,a1389,340fbd16c22edeba,من وجبت عليه نظامًا أو اتفاقًا أو قضاءً رقابة شخص لصغر سنِّه أو قصور حالته العقلية أو الجسمية؛ كان مسؤولًا عن الضرر الذي,مطابق,—,لا إجراء
130,المادة الثلاثون بعد المائة,130,cmpwid7qp027fnxff8kmlghka,130,نعم,a1390,94aceb342f126f2a,يكون حارس الحيوان مسؤولًا عن تعويض الضرر الذي يحدثه الحيوان؛ ما لم يثبت أن الضرر كان بسبب لا يد له فيه.,مطابق,—,لا إجراء
131,المادة الحادية والثلاثون بعد المائة,131,cmpwid81g027hnxffxrt6r24p,131,نعم,a1391,cdb9b8ec42a2f2e1,يكون حارس البناء مسؤولًا عن تعويض الضرر الذي يحدثه تهدّم البناء كله أو بعضه؛ ما لم يثبت أن الضرر لا يرجع سببه إلى إهمال ,مطابق,—,لا إجراء
